"id","index","epi","ar","et","nbr_boite","name_project","etude","date","secteur","ti","name_document","nbr_document_a3","nbr_document_a4","nbr_plan","type_document_a3","type_document_a4","type_document_a0","nbr_copy","nbr_exemplaire","nbr_folder","salle","created_by_id","last_update_by_id"
7614,"411-4-3","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","MÉMOIRE TECHNIQUE ELECTROMECANIQUE","","85","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7615,"411-4-4","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","NOTE DE CALCUL DE LA STATION","","44","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7616,"411-4-5","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","NOTE DE CALCUL DU RESERVOIR","","42","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7617,"411-4-6","4","1","1","4","APD STATION SP EST 2 RESERVOIR RE 2","APD STATION SP EST 2 RESERVOIR RE 2",NULL,"EST 2","STI","ETUDE GEOLOGIQUE","","51","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7618,"411-4-7","4","1","1","4","DOSSIER A L'USAGE DU REMEMBREUR EST 2","DOSSIER A L'USAGE DU REMEMBREUR EST 2",NULL,"EST 2","STI","MÉMOIRE EXPLICATIF ","","10","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7619,"411-4-8","4","1","1","4","DOSSIER A L'USAGE DU REMEMBREUR EST 2","DOSSIER A L'USAGE DU REMEMBREUR EST 2",NULL,"EST 2","STI","LISTE DES COORDONNEES  PROVISOIRE","","18","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7620,"411-4-9","4","1","1","4","DOSSIER A L'USAGE DU REMEMBREUR EST 2","DOSSIER A L'USAGE DU REMEMBREUR EST 2",NULL,"EST 2","STI","POINTS DE DETAILS EXPURGES PROVISOIRE","","72","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7621,"411-6-1","4","1","1","6","MERCHE 16/95DAM NIVELLEMENT DOSSIER DE RECOLLEMENT","MERCHE 16/95DAM NIVELLEMENT DOSSIER DE RECOLLEMENT",NULL,"EST 2","STI","PLANS D'ENSEMBLES DES BOLCS 2 A 39","","","1","","","plan d'ensemble","","","","SALLE ARCHIVE",NULL,NULL
7622,"411-6-2","4","1","1","6","MERCHE 16/95DAM NIVELLEMENT DOSSIER DE RECOLLEMENT","MERCHE 16/95DAM NIVELLEMENT DOSSIER DE RECOLLEMENT",NULL,"EST 2","STI","PLANS D'ENSEMBLES DES BOLCS 2 A 39","","","203","","","profils en long","","","","SALLE ARCHIVE",NULL,NULL
7623,"411-7-1","4","1","1","7","MERCHE 16/95DAM NIVELLEMENT DOSSIER DE RECOLLEMENT","MERCHE 16/95DAM NIVELLEMENT DOSSIER DE RECOLLEMENT",NULL,"EST 2","STI","PLANS DE RECCOLEMENT DES BOLCS 41 A 118","","","183","","","profils en long","","","","SALLE ARCHIVE",NULL,NULL
7624,"411-8-1","4","1","1","8","MERCHE 16/95DAM NIVELLEMENT DOSSIER DE RECOLLEMENT","MERCHE 16/95DAM NIVELLEMENT DOSSIER DE RECOLLEMENT",NULL,"EST 2","STI","PLANS D'ENSEMBLES DES BOLCS 26 A 33 ET 94 A 107","","","1","","","plan d'ensemble","","","","SALLE ARCHIVE",NULL,NULL
7625,"411-8-2","4","1","1","8","MERCHE 16/95DAM NIVELLEMENT DOSSIER DE RECOLLEMENT","MERCHE 16/95DAM NIVELLEMENT DOSSIER DE RECOLLEMENT",NULL,"EST 2","STI","PLANS D'ENSEMBLES DES BOLCS 26 A 33 ET 94 A 107","","","119","","","PROFILS EN LONG","","","","SALLE ARCHIVE",NULL,NULL
7626,"412-10-1","4","1","2","10",""," PEO RESEAU D4IRRIGATION STI SECTEUR M'DA ",NULL,"M'DA 2.1","STI","_","","","19","","","plan d'implantation","","","","SALLE ARCHIVE",NULL,NULL
7627,"412-10-2","4","1","2","10",""," PEO RESEAU D4IRRIGATION STI SECTEUR M'DA ",NULL,"M'DA 2.1","STI","_","","403","38","","rapport","plan d'ouvrage","","","","SALLE ARCHIVE",NULL,NULL
7628,"412-10-3","4","1","2","10",""," PEO RESEAU D4IRRIGATION STI SECTEUR M'DA ",NULL,"M'DA 2.1","STI","_","","257","13","","rapport","PROFILS EN LONG","","","","SALLE ARCHIVE",NULL,NULL
7629,"412-1-1","4","1","2","1","marche 15.95-DAM","AMENAGEMENT HYDRO-AGRICOLE DE LA PLAINE DU GHARB",NULL,"M'DA","STI","réseau d'assainissement","","","113","","","PROFILS EN LONG","","","","SALLE ARCHIVE",NULL,NULL
7630,"412-11-1","4","1","2","11","marche 15.95-DAM","AMENAGEMENT HYDRO-AGRICOLE DE LA PLAINE DU GHARB STI RESEAU DRAINE ASPIRAATEURS",NULL,"M'DA","STI","_","","","117","","","PROFILS EN LONG","","","","SALLE ARCHIVE",NULL,NULL
7631,"412-12-1","4","1","2","12","A.O.I.N2/95 DAM","programme national d'irrigation projet d'irrigation garde Sebou",NULL,"EST 2 ET M'DA ET N9","STI","CAHIER DES PRESCRIPTIONS technique","","74","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7632,"412-12-2","4","1","2","12","A.O.I.N2/95 DAM","programme national d'irrigation projet d'irrigation garde Sebou",NULL,"EST 2 ET M'DA ET N9","STI","instructions aux candidats","","34","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7633,"412-12-3","4","1","2","12","A.O.I.N2/95 DAM","programme national d'irrigation projet d'irrigation garde Sebou",NULL,"EST 2 ET M'DA ET N9","STI","CAHIER DES PRESCRIPTIONS GENERALS","","17","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7634,"412-12-4","4","1","2","12","A.O.I.N8/95 DAM","programme national d'irrigation projet d'irrigation garde Sebou",NULL,"EST 2 ET M'DA ET N9","STI","CAHIER DES PRESCRIPTIONS GENERALS","","17","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7635,"412-12-5","4","1","2","12","A.O.I.N2/95 DAM","programme national d'irrigation projet d'irrigation garde Sebou",NULL,"EST 2 ET M'DA ET N9","STI","CAHIER DES PRESCRIPTIONS PARTICULIERES","","24","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7636,"412-12-6","4","1","2","12","A.O.I.N2/95 DAM","programme national d'irrigation projet d'irrigation garde Sebou",NULL,"EST 2 ET M'DA ET N9","STI","BORDEREAU DES PRIX ET DETAIL ESTIMATIF","","157","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7637,"412-13-1","4","1","2","13","","réseau d'assainissement",NULL,"EST2","TTI","_","","86","","","plan d'implantation","","","","","SALLE ARCHIVE",NULL,NULL
7638,"412-13-2","4","1","2","13","","réseau d'assainissement",NULL,"EST2","TTI","plan coffrage","","","2","","","plan coffrage","","","","SALLE ARCHIVE",NULL,NULL
7639,"412-13-3","4","1","2","13","","réseau d'assainissement",NULL,"EST2","TTI","plan d'ensemble","","","3","","","plan d'ensemble","","","","SALLE ARCHIVE",NULL,NULL
7640,"412-13-4","4","1","2","13","","réseau d'assainissement",NULL,"EST2","TTI","plan d'ensemble","","","5","","","plan d'ouvrage","","","","SALLE ARCHIVE",NULL,NULL
7641,"412-13-5","4","1","2","13","","réseau d'assainissement",NULL,"EST2","TTI","profils en long","","","15","","","profils  en long","","","","SALLE ARCHIVE",NULL,NULL
7642,"412-13-6","4","1","2","13","","réseau d'assainissement",NULL,"EST2","TTI","plan d'ensemble","","","3","","","plan réseau","","","","SALLE ARCHIVE",NULL,NULL
7643,"412-13-7","4","1","2","13","","réseau d'assainissement",NULL,"EST2","TTI","_","","","1","","","plan de situation","","","","SALLE ARCHIVE",NULL,NULL
7644,"412-14-1","4","1","2","14","","réseau d'assainissement",NULL,"EST2","TTI","_","","90","","","plan des points de détail","","","","","SALLE ARCHIVE",NULL,NULL
7645,"412-14-2","4","1","2","14","","réseau d'assainissement",NULL,"EST2","TTI","_","","","1","","","plan de situation","","","","SALLE ARCHIVE",NULL,NULL
7646,"412-14-3","4","1","2","14","","réseau d'assainissement",NULL,"EST2","TTI","_","","","1","","","plan d'ensemble","","","","SALLE ARCHIVE",NULL,NULL
7647,"412-14-4","4","1","2","14","","réseau d'assainissement",NULL,"EST2","TTI","_","","","2","","","plan coffrage","","","","SALLE ARCHIVE",NULL,NULL
7648,"412-14-5","4","1","2","14","","réseau d'assainissement",NULL,"EST2","TTI","_","","","16","","","profils en long","","","","SALLE ARCHIVE",NULL,NULL
7649,"412-14-6","4","1","2","14","","réseau d'assainissement",NULL,"EST2","TTI","_","","","3","","","plan réseau","","","","SALLE ARCHIVE",NULL,NULL
7650,"412-14-7","4","1","2","14","","réseau d'assainissement",NULL,"EST2","TTI","_","","","6","","","plan des traversées","","","","SALLE ARCHIVE",NULL,NULL
7651,"412-15-1","4","1","2","15","","RESEAU D4'IRRIGATION","1991-01-01","M'DA","STI","_","","","1","","","plan d'ensemble","","","","SALLE ARCHIVE",NULL,NULL
7652,"412-15-2","4","1","2","15","","RESEAU D4'IRRIGATION","1991-01-01","M'DA","STI","_","","","3","","","plan coté","","","","SALLE ARCHIVE",NULL,NULL
7653,"412-15-3","4","1","2","15","","RESEAU D4'IRRIGATION","1991-01-01","M'DA","STI","_","","","45","","","plan d'ouvrage","","","","SALLE ARCHIVE",NULL,NULL
7654,"412-15-4","4","1","2","15","","RESEAU D4'IRRIGATION","1991-01-01","M'DA","STI","_","","","7","","","profils en long","","","","SALLE ARCHIVE",NULL,NULL
7655,"412-15-5","4","1","2","15","","RESEAU D4'IRRIGATION","1991-01-01","M'DA","STI","_","4","","13","plan des traversées","","plan des traversées","","","","SALLE ARCHIVE",NULL,NULL
7656,"412-2-1","4","1","2","2","marche N46/95/DAM FOURNITURE TRANSPORT ET MONTAGE DU MATERIIEL ELECTROMACANIQUES DES STATION SMPSNS ET SP EST2","FINANCHE PAR LE FOND ARABE DE DEVELOPPMENT ECONOMIQUE ET SOCIAL (FADES) SUITE A L'APPEL D'OFFRES 3/95/DAM",NULL,"SMPSN5 ET SP EST2","STI","","","326","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7657,"412-3-1","4","1","2","3","","TABLEAUX DES DONNEES GENERALES",NULL,"M'DA 2.1","","","","247","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7658,"412-3-2","4","1","2","3","","TABLEAUX DES DONNEES GENERALES",NULL,"M'DA 2.2","","","","115","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7659,"412-3-3","4","1","2","3","","TABLEAUX DES DONNEES GENERALES",NULL,"M'DA 4.1","","","","105","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7660,"412-3-4","4","1","2","3","","TABLEAUX DES DONNEES GENERALES",NULL,"M'DA 4.2","","","","177","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7661,"412-4-1","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","BULLETIN D'ESSAI","","2","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7662,"412-4-10","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","CERTIFICAT D'ETALONNAGE","","10","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7663,"412-4-11","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","P/V DE RASEPTION PROVISOIRE","","12","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7664,"412-4-12","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","MARCH2 31/98/2000","","46","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7665,"412-4-13","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","ESSAI DES BORNES D'IRRIGATION","","58","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7666,"412-4-14","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","FOURNITURE ET POSE DES CONDUITES EN PVC","","7","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7667,"412-4-15","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","RAPPORT DE SYNTHESE","","24","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7668,"412-4-16","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","MÉMOIRE D'EXECUTION","","21","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7669,"412-4-2","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","appel d'offre ouvert","2","117","5","plan d'ensemble","rapport","profils en long","","","","SALLE ARCHIVE",NULL,NULL
7670,"412-4-3","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","MAITRISE D'OEUVRE","","36","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7671,"412-4-4","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","MAITRISE D'ŒUVRE POUR LA REHABILITATION DA LA ZONE CENTRALE DU BEHT","","33","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7672,"412-4-5","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","RAPPORT DE LA SESSION DE FORMATION DES PERSONNEL DE L'ORMAG","","6","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7673,"412-4-6","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","BORNES D'IRRIGATION","","94","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7674,"412-4-7","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","P.V D'ACHEVEMENTDES TRAVEAUX DU LOT1.A","","2","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7675,"412-4-8","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","ESSEI GENERAL DES RESEAUX","","3","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7676,"412-4-9","4","1","2","4","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","",NULL,"EST1","STI","BULTIN D'ESSEI DES BORNES","","4","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7677,"412-5-1","4","1","2","5","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","AMENAGEMENT HYDRO-AGRICOLE DU LA PLAINE DU GHARB IRRIGATION PEO",NULL,"EST2","STI","","","","9","","","PLANS DE DETAIL","","","","SALLE ARCHIVE",NULL,NULL
7678,"412-5-2","4","1","2","5","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","AMENAGEMENT HYDRO-AGRICOLE DU LA PLAINE DU GHARB IRRIGATION PEO",NULL,"EST2","STI","","","","21","","","plan des ouvrages","","","","SALLE ARCHIVE",NULL,NULL
7679,"412-5-3","4","1","2","5","A.O N11/99-2000/KE/DGR DEUXIEMEE PROJET D4AMELIORATION DE LA GRANDE IRRIGATION ","AMENAGEMENT HYDRO-AGRICOLE DU LA PLAINE DU GHARB IRRIGATION PEO",NULL,"EST2","STI","","","","15","","","profils en long","","","","SALLE ARCHIVE",NULL,NULL
7680,"412-6-1","4","1","2","6","24/95","AMENAGEMENT HYDRO-AGRICOLE DE LA PLAINE DU GHARB ",NULL,"EST2","STI","_","","","69","","","PROFILS EN LONG","","","","SALLE ARCHIVE",NULL,NULL
7681,"412-6-2","4","1","2","6","24/95","AMENAGEMENT HYDRO-AGRICOLE DE LA PLAINE DU GHARB ",NULL,"EST2","STI","_","","","1","","","plan de fondation","","","","SALLE ARCHIVE",NULL,NULL
7682,"412-6-3","4","1","2","6","24/95","AMENAGEMENT HYDRO-AGRICOLE DE LA PLAINE DU GHARB ",NULL,"EST2","STI","_","","","2","","","plan des traversées","","","","SALLE ARCHIVE",NULL,NULL
7683,"412-7-1","4","1","2","7","MARCHE N24/95/DAM FORNITURE TRANSPORT ET MONTAGE DU MATERIEL ELECTROMECANIQUES DE STATION SMPSN5 ETSP EST2","FINANCE PAR LE FONDS ARABE DE DEVELOPEMENT ECONOMIQUE ET SOCIAL (FADES) SUITS A L4APPEL D'OFFRES 3/95/DAM",NULL,"EST2","STI ","___","","135","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7684,"412-7-2","4","1","2","7","MARCHE N24/95/DAM FORNITURE TRANSPORT ET MONTAGE DU MATERIEL ELECTROMECANIQUES DE STATION SMPSN5 ETSP EST2","FINANCE PAR LE FONDS ARABE DE DEVELOPEMENT ECONOMIQUE ET SOCIAL (FADES) SUITS A L4APPEL D'OFFRES 3/95/DAM",NULL,"EST2","STI ","___","","135","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7685,"412-7-3","4","1","2","7","MARCHE N24/95/DAM FORNITURE TRANSPORT ET MONTAGE DU MATERIEL ELECTROMECANIQUES DE STATION SMPSN5 ETSP EST2","FINANCE PAR LE FONDS ARABE DE DEVELOPEMENT ECONOMIQUE ET SOCIAL (FADES) SUITS A L4APPEL D'OFFRES 3/95/DAM",NULL,"EST2","STI ","___","","135","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7686,"412-8-1","4","1","2","8","marche 15.95-DAM","AMENAGEMENT HYDRO-AGRICOLE DE LA PLAINE DU GHARB ",NULL,"EST2","STI","_","","","100","","","PROFILS EN LONG","","","","SALLE ARCHIVE",NULL,NULL
7687,"412-9-1","4","1","2","9","","APD ET PEO RESEAU D4IRRIGATION STI SECTEUR M'DA 3",NULL,"M'DA 3","STI","_","","","112","","","plan d'ouvrage","","","","SALLE ARCHIVE",NULL,NULL
7688,"412-9-2","4","1","2","9","","APD ET PEO RESEAU D4IRRIGATION STI SECTEUR M'DA 3",NULL,"M'DA 3","STI","_","","","1","","","PROFILS EN LONG","","","","SALLE ARCHIVE",NULL,NULL
7689,"413-1-1","4","1","3","1","MARCHE 15-95-D.AM RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","PLANS DES PROFILS EN LONG S2.1 S2.2","","","125","","","profils  en long","","","","SALLE ARCHIVE",NULL,NULL
7690,"413-1-2","4","1","3","1","MARCHE 15-95-D.AM RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","ouvrage de franchissement fossé secondaire passage busé","","","3","","","plan de ferraillage","","","","SALLE ARCHIVE",NULL,NULL
7691,"413-1-3","4","1","3","1","MARCHE 15-95-D.AM RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","ouvrage de franchissement fossé secondaire passage busé","","","10","","","plan d'ouvrage","","","","SALLE ARCHIVE",NULL,NULL
7692,"413-1-4","4","1","3","1","MARCHE 15-95-D.AM RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","ouvrage de franchissement fossé secondaire passage busé","","","1","","","plan de réseau","","","","SALLE ARCHIVE",NULL,NULL
7693,"413-2-1","4","1","3","2","MARCHE 11/95","REALISATION DU RESEAU D'IRRIGATION GRAVITEL DU SECTEUR M'DA","1997-01-01","M'DA","","PLANS DE RECOLLEMENT","","","93","","","profils  en long","","","","SALLE ARCHIVE",NULL,NULL
7694,"413-4-1","4","1","3","4","MERCHE 15-95 AMAENAGEMENT DE LA PLAINE DU GHARB","MERCHE 15-95 AMAENAGEMENT DE LA PLAINE DU GHARB","1997-01-01","M'DA","","DOSSIER DE RECOLLEMENT","","33","","","profils en travers","","","","","SALLE ARCHIVE",NULL,NULL
7695,"413-4-2","4","1","3","4","MERCHE 15-95 AMAENAGEMENT DE LA PLAINE DU GHARB","MERCHE 15-95 AMAENAGEMENT DE LA PLAINE DU GHARB","1997-01-01","N9","","DOSSIER DE RECOLLEMENT","","134","","","profils en travers","","","","","SALLE ARCHIVE",NULL,NULL
7696,"413-4-3","4","1","3","4","MERCHE 15-95 AMAENAGEMENT DE LA PLAINE DU GHARB","MERCHE 15-95 AMAENAGEMENT DE LA PLAINE DU GHARB","1997-01-01","M'DA","","RECAPULATIF","","32","","","profils en travers","","","","","SALLE ARCHIVE",NULL,NULL
7697,"413-4-4","4","1","3","4","MERCHE 15-95 AMAENAGEMENT DE LA PLAINE DU GHARB","MERCHE 15-95 AMAENAGEMENT DE LA PLAINE DU GHARB","1997-01-01","M'DA","","COLLECTEUR OUED LKBIR","","126","","","profils en travers","","","","","SALLE ARCHIVE",NULL,NULL
7698,"413-4-5","4","1","3","4","MERCHE 15-95 AMAENAGEMENT DE LA PLAINE DU GHARB","MERCHE 15-95 AMAENAGEMENT DE LA PLAINE DU GHARB","1997-01-01","M'DA","","DOSSIER DE RECOLLEMENT","","79","","","profils en travers","","","","","SALLE ARCHIVE",NULL,NULL
7699,"413-5-1","4","1","3","5","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9",NULL,"M'DA","","plan de ferraillage","","135","","","plan de ferraillage","","","","","SALLE ARCHIVE",NULL,NULL
7700,"413-5-2","4","1","3","5","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9",NULL,"M'DA","","poste de transformation","","22","","","plan de ferraillage des poteaux","","","","","SALLE ARCHIVE",NULL,NULL
7701,"413-5-3","4","1","3","5","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9",NULL,"M'DA","","poste de transformation","","20","","","plan de ferraillage des sommeille","","","","","SALLE ARCHIVE",NULL,NULL
7702,"413-5-4","4","1","3","5","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9",NULL,"M'DA","","poste de transformation","","","5","","","plan de coffrage","","","","SALLE ARCHIVE",NULL,NULL
7703,"413-5-5","4","1","3","5","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9",NULL,"M'DA","","poste de transformation","","","5","","","plan de ferraillage","","","","SALLE ARCHIVE",NULL,NULL
7704,"413-5-6","4","1","3","5","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9","MARHCE 40/95/A.AM REALISATION DE L'ELECTROMECANIQUE DE 4 STATIONS DE RELEVAGE HAUT SERVICE SR 1, M'DA 1, M'DA 2 et SR 9",NULL,"M'DA","","poste de transformation","","","5","","","plan de fondation","","","","SALLE ARCHIVE",NULL,NULL
7705,"414-10-1","4","1","4","10"," RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","PLANS DES PROFILS EN LONG S4.1 S4.2","","","57","","","PROFILS EN LONG","","","","SALLE ARCHIVE",NULL,NULL
7706,"414-10-2","4","1","4","10"," RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","PLANS DES OUVRAGES S4.1 S4.2","","","15","","","PROFILS DES OUVRAGES","","","","SALLE ARCHIVE",NULL,NULL
7707,"414-10-3","4","1","4","10"," RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","PLANS DES RESEAUX S4.1 S4.2","","","1","","","PROFILS DES RESEUX","","","","SALLE ARCHIVE",NULL,NULL
7708,"414-1-1","4","1","4","1","MARCHE 15-95-D.AM RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","PLANS DES PROFILS EN LONG","","","108","","","profils en long","","","","SALLE ARCHIVE",NULL,NULL
7709,"414-11-1","4","1","4","11"," RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","PLANS DES PROFILS EN LONG S2.1 S2.2","","","58","","","profils en long","","","","SALLE ARCHIVE",NULL,NULL
7710,"414-11-2","4","1","4","11"," RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","plan réseau  S2.1 S2.2","","","1","","","plan réseau","","","","SALLE ARCHIVE",NULL,NULL
7711,"414-1-2","4","1","4","1","MARCHE 15-95-D.AM RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","plan réseau","","","1","","","plan réseau","","","","SALLE ARCHIVE",NULL,NULL
7712,"414-12-1","4","1","4","12","MARCHE 15-95-D.AM RESEAU D'ASSAINISSEMENT","DOSSIER DE RECOLLEMENT",NULL,"M'DA","","BLOC 51-90","","","212","","","profils en long","","","","SALLE ARCHIVE",NULL,NULL
7713,"414-13-1","4","1","4","13","COPIE D'APPEL D'OFFRE 9/96D.AM","",NULL,"","","","","91","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7714,"414-13-2","4","1","4","13","COPIE D'APPEL D'OFFRE 10/96D.AM","",NULL,"","","","","96","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
7715,"414-13-3","4","1","4","13","COPIE D'APPEL D'OFFRE 12/96D.AM","",NULL,"","","","","182","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
